StudentID,Year,Branch,Gender,CGPA,Backlogs,Internships,Projects,Certifications,AptitudeScore,CommunicationSkill,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,Salary_INR,CompanyName,JobCity
255,2022,CSE,Female,8.97,0,3,2,1,88,Good,Yes,87,74,Placed,952539.0,Mindtree,Hyderabad
256,2022,ME,Female,8.42,2,1,1,2,81,Average,No,97,94,Placed,667554.0,L&T Infotech,Mumbai
257,2024,IT,Female,8.31,0,1,0,1,60,Average,Yes,85,74,Placed,694486.0,Amazon,Delhi
258,2023,CE,Male,8.63,2,1,2,2,40,Good,No,89,62,Placed,740948.0,Hexaware,Mumbai
259,2022,ME,Male,5.87,1,0,2,2,93,Average,No,91,89,Not Placed,,,
260,2022,CSE,Male,7.43,1,1,2,4,67,Average,Yes,90,96,Placed,688898.0,Ola,Pune
261,2022,ME,Male,6.61,1,0,1,2,87,Excellent,Yes,77,67,Placed,872282.0,IBM,Noida
262,2023,BioTech,Female,7.78,1,1,1,1,97,Average,No,90,95,Not Placed,,,
263,2023,CSE,Male,7.06,1,1,2,2,97,Good,No,94,60,Placed,802563.0,Hexaware,Pune
264,2024,ME,Male,7.81,1,2,4,3,54,Excellent,Yes,93,70,Placed,778970.0,L&T Infotech,Noida
265,2023,IT,Male,8.76,0,0,1,1,94,Average,Yes,80,59,Placed,806845.0,Ola,Bangalore
266,2023,EE,Male,7.99,3,0,2,1,56,Average,Yes,79,88,Placed,636735.0,L&T Infotech,Mumbai
267,2021,CE,Female,7.43,1,1,2,0,65,Good,No,71,60,Placed,664337.0,IBM,Noida
268,2024,CE,Male,6.41,1,2,2,3,59,Good,No,69,87,Placed,706531.0,Mindtree,Gurugram
269,2022,ECE,Male,6.91,2,1,1,1,64,Excellent,Yes,91,69,Not Placed,,,
270,2023,CSE,Male,8.67,0,1,3,0,52,Excellent,No,58,69,Placed,836106.0,Flipkart,Gurugram
271,2022,EE,Male,8.05,0,1,2,2,72,Good,Yes,76,68,Placed,734056.0,IBM,Gurugram
272,2022,EE,Female,7.47,0,0,2,3,64,Average,No,71,93,Placed,673024.0,Accenture,Hyderabad
273,2021,IT,Female,7.51,0,3,1,1,47,Poor,Yes,76,59,Placed,726117.0,L&T Infotech,Delhi
274,2023,IT,Female,6.38,1,1,1,2,44,Average,Yes,71,80,Placed,616273.0,Wipro,Chennai
275,2024,ME,Female,6.34,0,0,0,3,45,Average,Yes,68,71,Not Placed,,,
276,2023,ME,Male,8.73,0,1,2,1,62,Good,Yes,68,97,Placed,746639.0,L&T Infotech,Chennai
277,2022,EE,Female,6.6,0,0,1,2,91,Good,No,71,70,Placed,627148.0,IBM,Pune
278,2024,CE,Male,7.35,0,3,2,2,69,Poor,Yes,62,89,Placed,720293.0,TCS,Bangalore
279,2023,CE,Male,8.01,1,0,1,3,53,Excellent,Yes,88,92,Not Placed,,,
280,2022,EE,Female,6.62,1,1,2,2,93,Average,Yes,80,77,Placed,635450.0,Tech Mahindra,Gurugram
281,2022,IT,Male,7.93,0,0,2,3,62,Good,Yes,84,67,Placed,813151.0,Wipro,Gurugram
282,2021,ECE,Female,8.16,0,1,1,1,50,Good,No,76,87,Placed,725411.0,Amazon,Chennai
283,2021,ECE,Male,7.51,0,2,1,1,70,Good,No,70,83,Not Placed,,,
284,2021,CSE,Female,9.81,0,1,1,0,45,Good,Yes,84,88,Placed,889761.0,Hexaware,Gurugram
285,2022,ME,Female,5.87,0,1,2,1,50,Poor,Yes,70,88,Placed,650940.0,Hexaware,Chennai
286,2023,CSE,Female,8.54,3,2,2,3,52,Good,Yes,92,81,Placed,893046.0,Cognizant,Bangalore
287,2021,ECE,Female,7.38,0,0,1,1,51,Good,No,78,69,Placed,667530.0,HCL,Noida
288,2023,ME,Female,7.82,0,1,2,0,93,Excellent,No,90,63,Not Placed,,,
289,2021,CSE,Male,8.11,0,0,1,0,41,Good,No,89,80,Placed,660798.0,Tech Mahindra,Pune
290,2024,ME,Male,6.61,1,3,1,1,92,Good,No,60,57,Not Placed,,,
291,2024,CSE,Male,7.96,1,1,0,1,74,Good,No,58,90,Placed,861526.0,Paytm,Gurugram
292,2021,CSE,Female,6.5,1,1,3,1,94,Excellent,No,72,59,Placed,873713.0,Infosys,Chennai
293,2022,IT,Male,8.22,0,1,1,3,75,Average,Yes,60,74,Placed,809655.0,HCL,Gurugram
294,2021,ECE,Female,7.71,2,0,1,1,56,Good,Yes,80,74,Not Placed,,,
295,2021,CSE,Male,8.25,0,0,1,2,67,Good,Yes,91,59,Placed,877243.0,Cognizant,Gurugram
296,2022,ME,Male,8.05,0,0,1,2,67,Good,Yes,81,64,Placed,623778.0,Paytm,Delhi
297,2024,EE,Female,7.76,0,1,2,2,61,Average,Yes,95,70,Placed,693760.0,Flipkart,Noida
298,2023,CSE,Male,7.9,0,0,0,1,77,Good,Yes,65,79,Placed,755406.0,Ola,Gurugram
299,2021,CE,Male,6.5,2,0,1,3,46,Average,Yes,92,79,Not Placed,,,
300,2022,CSE,Male,7.3,2,2,2,2,54,Good,Yes,70,84,Placed,793451.0,Accenture,Gurugram
301,2021,CSE,Female,8.63,0,3,1,1,71,Good,Yes,73,68,Placed,914271.0,Flipkart,Mumbai
302,2022,ME,Female,8.35,2,1,2,0,50,Excellent,Yes,97,76,Placed,768351.0,Tech Mahindra,Mumbai
303,2023,ME,Male,7.01,1,1,2,0,63,Good,No,69,97,Placed,725361.0,Paytm,Gurugram
304,2023,CE,Male,7.24,2,0,1,2,42,Average,No,80,82,Placed,561354.0,Tech Mahindra,Mumbai
305,2024,EE,Male,6.87,0,1,2,2,69,Average,No,95,84,Placed,673780.0,Flipkart,Hyderabad
306,2022,BioTech,Female,8.14,0,2,1,1,45,Excellent,Yes,85,73,Placed,790833.0,L&T Infotech,Chennai
307,2022,ME,Female,7.73,0,0,2,1,97,Average,Yes,73,92,Placed,634049.0,Capgemini,Delhi
308,2024,ECE,Male,8.86,1,0,2,3,41,Good,Yes,78,96,Placed,726230.0,Mindtree,Hyderabad
309,2024,EE,Male,6.89,0,2,1,3,53,Average,No,63,74,Placed,759656.0,Cognizant,Pune
310,2022,CSE,Male,7.54,0,1,2,2,80,Good,Yes,77,89,Placed,932136.0,Tech Mahindra,Noida
311,2024,ECE,Female,7.66,0,0,3,2,57,Good,Yes,58,76,Placed,621526.0,Cognizant,Chennai
312,2023,CSE,Female,8.25,0,1,4,3,90,Average,No,64,69,Placed,754374.0,Wipro,Noida
313,2021,CSE,Male,7.65,1,1,2,2,83,Average,Yes,63,65,Placed,774785.0,Amazon,Delhi
314,2023,BioTech,Male,6.5,2,1,2,1,70,Excellent,Yes,73,88,Not Placed,,,
315,2024,IT,Male,8.42,1,2,1,0,52,Good,Yes,69,78,Placed,904802.0,Ola,Gurugram
316,2022,CE,Female,7.78,2,2,1,2,65,Good,Yes,88,60,Placed,745327.0,Amazon,Bangalore
317,2022,ECE,Male,6.86,0,1,2,1,83,Excellent,Yes,96,71,Placed,779465.0,IBM,Noida
318,2023,CSE,Female,8.75,0,3,1,0,51,Excellent,Yes,73,82,Placed,1052020.0,Hexaware,Bangalore
319,2022,CSE,Female,8.62,0,1,3,3,57,Average,No,75,85,Placed,706701.0,Hexaware,Gurugram
320,2024,CSE,Male,7.89,0,2,1,2,48,Excellent,No,88,90,Placed,848992.0,TCS,Delhi
321,2023,ME,Male,7.26,0,1,1,3,88,Poor,Yes,71,63,Placed,761753.0,L&T Infotech,Noida
322,2022,CE,Male,7.64,1,2,1,1,60,Average,No,72,64,Placed,777710.0,Amazon,Chennai
323,2021,CE,Female,6.51,0,2,3,3,87,Excellent,Yes,71,75,Placed,783561.0,Zomato,Chennai
324,2021,CSE,Female,7.82,1,0,2,1,88,Average,Yes,56,88,Placed,727443.0,Capgemini,Noida
325,2024,BioTech,Female,5.48,0,3,2,2,92,Average,Yes,55,85,Placed,712645.0,Zomato,Bangalore
326,2022,EE,Male,8.11,0,2,1,1,95,Average,Yes,97,83,Placed,886466.0,Hexaware,Delhi
327,2024,ME,Male,5.95,0,2,3,0,79,Good,Yes,64,97,Placed,767260.0,Hexaware,Pune
328,2023,ME,Female,8.4,0,0,0,1,82,Good,Yes,91,97,Not Placed,,,
329,2021,ECE,Female,7.27,0,2,3,2,63,Good,No,59,65,Placed,789150.0,Flipkart,Pune
330,2023,CSE,Male,7.65,0,2,2,1,73,Excellent,Yes,66,87,Placed,874501.0,Ola,Bangalore
331,2022,ECE,Female,7.06,0,0,1,2,47,Good,Yes,90,55,Not Placed,,,
332,2024,EE,Female,7.3,0,3,2,1,83,Average,No,85,75,Placed,828905.0,Hexaware,Bangalore
333,2024,CSE,Male,8.79,0,0,2,0,92,Excellent,Yes,92,77,Placed,939133.0,Wipro,Noida
334,2024,CSE,Female,6.06,1,0,0,2,72,Average,Yes,63,63,Placed,663425.0,Cognizant,Gurugram
335,2023,CSE,Female,8.69,1,1,3,4,62,Average,No,80,55,Placed,754562.0,Accenture,Bangalore
336,2021,CSE,Female,8.04,0,1,2,1,52,Poor,Yes,69,75,Placed,761303.0,Capgemini,Noida
337,2023,IT,Male,6.96,1,1,1,2,93,Good,Yes,70,76,Placed,810970.0,Mindtree,Chennai
338,2023,CE,Male,6.34,1,0,1,4,92,Average,Yes,67,58,Placed,775550.0,Flipkart,Delhi
339,2022,ECE,Female,8.67,1,3,2,2,88,Average,Yes,79,55,Placed,824787.0,Mindtree,Noida
340,2022,CSE,Male,7.14,0,0,2,2,53,Average,Yes,84,64,Not Placed,,,
341,2022,ECE,Male,6.69,0,0,2,1,53,Average,Yes,61,69,Not Placed,,,
342,2021,ECE,Male,8.3,1,0,2,1,55,Good,No,58,90,Placed,732486.0,Capgemini,Noida
343,2021,CSE,Male,8.04,0,1,2,1,88,Excellent,No,97,83,Placed,861024.0,Capgemini,Hyderabad
344,2022,ECE,Female,6.84,2,3,4,1,77,Good,Yes,94,59,Placed,819182.0,Zomato,Bangalore
345,2022,ECE,Female,7.65,1,1,2,3,97,Average,No,92,83,Placed,697376.0,Ola,Bangalore
346,2021,ME,Male,6.38,0,2,3,1,99,Average,No,84,81,Placed,625315.0,Mphasis,Chennai
347,2024,CE,Male,8.08,0,0,1,0,78,Excellent,Yes,64,79,Not Placed,,,
348,2021,CSE,Male,8.54,0,1,1,3,65,Poor,Yes,84,70,Placed,745564.0,Wipro,Bangalore
349,2021,ECE,Female,7.87,0,1,1,2,65,Excellent,Yes,93,70,Placed,793063.0,TCS,Chennai
350,2021,CE,Female,7.49,0,1,2,3,40,Average,No,61,90,Placed,675369.0,IBM,Bangalore
351,2022,ME,Male,8.61,0,0,3,2,71,Excellent,Yes,90,79,Placed,846511.0,Cognizant,Chennai
352,2024,IT,Female,7.8,0,1,0,0,96,Average,No,89,95,Placed,904608.0,Cognizant,Gurugram
353,2021,CE,Female,6.25,0,1,0,2,54,Good,Yes,78,55,Placed,647381.0,HCL,Chennai
354,2022,CSE,Female,8.11,3,2,3,2,91,Good,Yes,93,59,Placed,928649.0,Flipkart,Mumbai
355,2023,CSE,Female,9.26,0,1,1,1,60,Good,Yes,90,95,Placed,842038.0,Mphasis,Pune
356,2023,CE,Male,6.39,2,0,2,1,57,Average,Yes,74,74,Not Placed,,,
357,2021,CSE,Female,7.55,2,1,2,1,69,Good,No,86,59,Placed,844351.0,HCL,Pune
358,2023,ME,Male,7.53,0,0,3,2,99,Good,No,93,90,Placed,682880.0,L&T Infotech,Hyderabad
359,2024,BioTech,Female,7.16,1,2,1,1,97,Poor,Yes,80,83,Not Placed,,,
360,2023,ME,Female,6.41,0,1,1,2,52,Poor,No,80,88,Not Placed,,,
361,2023,ECE,Female,8.29,1,0,2,1,63,Good,No,90,72,Placed,656078.0,TCS,Mumbai
362,2024,CE,Female,9.06,0,3,4,1,69,Average,Yes,97,56,Placed,842997.0,Hexaware,Noida
363,2021,ECE,Male,7.64,0,1,2,0,41,Good,No,89,70,Placed,787821.0,IBM,Hyderabad
364,2021,ME,Male,6.48,0,0,1,0,58,Average,Yes,97,83,Placed,580232.0,Tech Mahindra,Hyderabad
365,2024,BioTech,Female,5.96,0,1,2,1,86,Good,Yes,89,87,Not Placed,,,
366,2024,ECE,Female,7.68,0,0,4,1,83,Average,Yes,66,70,Placed,670471.0,L&T Infotech,Hyderabad
367,2024,BioTech,Male,8.08,0,2,3,1,86,Good,No,87,89,Placed,803405.0,Infosys,Delhi
368,2023,IT,Male,8.13,0,2,4,4,64,Average,Yes,90,97,Placed,889611.0,Ola,Noida
369,2024,CSE,Male,7.8,0,3,0,2,89,Poor,No,68,96,Placed,883027.0,Mphasis,Hyderabad
370,2022,CSE,Female,7.39,0,1,1,2,53,Poor,No,87,71,Not Placed,,,
371,2023,CSE,Female,7.04,0,1,2,3,45,Excellent,Yes,78,58,Placed,772361.0,Paytm,Delhi
372,2021,CSE,Male,8.38,0,2,3,3,51,Average,Yes,69,58,Placed,824506.0,TCS,Noida
373,2021,CSE,Male,8.44,0,0,1,3,59,Good,Yes,85,79,Placed,758377.0,Zomato,Hyderabad
374,2021,CE,Female,5.96,1,1,1,0,62,Poor,Yes,71,87,Not Placed,,,
375,2023,CSE,Female,8.91,0,1,3,2,69,Average,Yes,66,68,Placed,742779.0,Amazon,Delhi
376,2022,ECE,Male,7.9,1,0,0,3,69,Good,Yes,76,78,Not Placed,,,
377,2024,IT,Male,8.78,0,1,1,3,77,Good,Yes,77,65,Placed,914757.0,Flipkart,Pune
378,2024,CSE,Male,6.86,2,2,2,2,97,Excellent,Yes,80,79,Placed,846051.0,Amazon,Pune
379,2021,EE,Male,6.54,0,2,2,0,69,Excellent,Yes,68,82,Placed,816346.0,Paytm,Mumbai
380,2021,CSE,Male,7.7,0,0,2,4,80,Good,Yes,66,61,Placed,843796.0,Ola,Gurugram
381,2023,CSE,Female,8.15,0,0,1,1,69,Good,No,58,90,Placed,766014.0,Flipkart,Noida
382,2022,CE,Female,8.64,0,0,2,1,96,Good,No,67,64,Placed,798134.0,Capgemini,Delhi
383,2024,CE,Female,7.76,0,2,2,1,97,Average,Yes,72,90,Placed,719788.0,Tech Mahindra,Hyderabad
384,2023,IT,Female,7.63,0,0,2,1,75,Excellent,Yes,97,85,Placed,824665.0,Capgemini,Gurugram
385,2024,EE,Male,6.78,3,1,2,1,88,Good,Yes,82,73,Placed,797938.0,Tech Mahindra,Gurugram
386,2021,EE,Male,8.36,0,0,1,1,73,Good,Yes,92,72,Not Placed,,,
387,2024,CSE,Male,7.12,0,1,0,4,55,Average,Yes,95,60,Placed,733297.0,Hexaware,Delhi
388,2022,CSE,Male,8.94,1,1,1,1,63,Poor,Yes,73,82,Placed,748990.0,TCS,Gurugram
389,2022,EE,Female,7.3,0,2,1,2,53,Excellent,No,97,61,Placed,835089.0,Mindtree,Pune
390,2021,EE,Female,8.61,1,0,2,3,65,Average,Yes,92,92,Placed,699218.0,Zomato,Chennai
391,2022,BioTech,Male,7.74,0,1,3,2,47,Good,No,57,66,Placed,709317.0,Mphasis,Mumbai
392,2022,ECE,Male,7.4,1,0,2,1,53,Average,Yes,73,95,Not Placed,,,
393,2023,ECE,Female,7.14,0,1,3,2,70,Excellent,Yes,74,88,Placed,854069.0,Mindtree,Mumbai
394,2024,EE,Male,7.26,1,2,1,0,41,Poor,Yes,79,79,Placed,646345.0,Capgemini,Bangalore
395,2021,ECE,Male,7.8,1,0,2,0,87,Excellent,Yes,65,71,Placed,765919.0,Paytm,Chennai
396,2021,IT,Female,7.85,0,2,1,2,43,Average,Yes,71,87,Not Placed,,,
397,2021,IT,Female,7.38,0,1,1,3,40,Excellent,Yes,89,77,Placed,898912.0,Wipro,Chennai
398,2021,ECE,Male,7.38,0,0,0,2,94,Good,Yes,68,63,Placed,765054.0,Amazon,Gurugram
399,2021,EE,Male,7.56,3,1,2,0,59,Average,Yes,93,60,Not Placed,,,
400,2022,EE,Female,6.01,0,0,4,1,98,Good,No,73,56,Placed,655382.0,Ola,Chennai
401,2023,CSE,Male,8.12,0,1,1,0,53,Average,No,57,92,Placed,891105.0,Zomato,Gurugram
402,2021,IT,Male,7.11,0,2,0,2,79,Average,Yes,88,63,Placed,756520.0,Flipkart,Bangalore
403,2023,ME,Female,6.28,0,0,3,1,64,Excellent,Yes,95,57,Placed,777928.0,Wipro,Mumbai
404,2023,IT,Male,6.62,0,1,1,3,99,Good,Yes,76,70,Placed,725019.0,Tech Mahindra,Noida
405,2022,ECE,Female,6.24,3,2,3,0,64,Average,No,92,79,Placed,751956.0,Tech Mahindra,Mumbai
406,2021,IT,Male,6.85,0,3,2,0,42,Average,Yes,81,78,Placed,778393.0,Mphasis,Gurugram
407,2022,ECE,Female,7.0,1,1,4,1,44,Average,Yes,75,83,Placed,624654.0,Ola,Delhi
408,2021,CSE,Male,9.17,0,3,2,1,77,Excellent,Yes,95,94,Placed,911261.0,Amazon,Delhi
409,2022,IT,Male,7.43,0,1,2,2,93,Average,Yes,85,80,Placed,755851.0,Mphasis,Gurugram
410,2023,CSE,Male,7.92,0,1,2,3,65,Excellent,Yes,81,92,Placed,840816.0,Capgemini,Mumbai
411,2021,ECE,Male,7.78,0,2,2,0,79,Excellent,No,91,89,Placed,889866.0,Capgemini,Chennai
412,2024,BioTech,Female,7.3,3,1,2,1,77,Average,No,56,77,Not Placed,,,
413,2023,BioTech,Female,7.14,2,1,1,4,77,Average,Yes,63,58,Placed,632601.0,HCL,Chennai
414,2024,ME,Male,6.24,0,1,2,2,43,Excellent,Yes,73,96,Placed,784951.0,Mindtree,Hyderabad
415,2023,CE,Male,8.36,0,2,2,4,46,Average,Yes,96,68,Placed,830914.0,Ola,Pune
416,2022,ECE,Female,8.77,0,2,3,1,69,Poor,Yes,90,93,Placed,758957.0,IBM,Chennai
417,2021,CSE,Female,6.62,2,1,2,1,69,Average,No,64,61,Not Placed,,,
418,2023,ECE,Male,6.78,2,1,2,1,95,Good,Yes,94,62,Placed,730184.0,Zomato,Mumbai
419,2022,CE,Male,6.98,1,1,1,1,58,Good,Yes,93,96,Not Placed,,,
420,2021,EE,Male,6.82,0,1,2,2,78,Average,Yes,61,73,Not Placed,,,
421,2021,EE,Female,7.85,0,0,2,1,74,Average,No,58,56,Placed,614416.0,Paytm,Mumbai
422,2023,EE,Male,6.99,0,2,3,2,79,Excellent,Yes,69,55,Placed,860084.0,HCL,Chennai
423,2021,CSE,Female,9.32,0,1,3,1,72,Good,Yes,66,96,Placed,875122.0,L&T Infotech,Chennai
424,2023,ECE,Male,8.33,0,1,0,3,72,Good,Yes,60,92,Placed,754615.0,Mphasis,Pune
425,2021,CSE,Female,7.95,0,0,3,0,53,Good,Yes,63,67,Not Placed,,,
426,2024,ME,Male,8.02,0,0,0,1,77,Good,No,89,96,Placed,663335.0,L&T Infotech,Bangalore
427,2022,ECE,Male,8.27,2,3,1,2,49,Good,Yes,62,78,Placed,769167.0,Ola,Pune
428,2024,IT,Male,7.41,1,1,2,0,96,Average,Yes,61,86,Not Placed,,,
429,2023,ECE,Female,6.93,0,0,1,1,67,Average,Yes,58,84,Placed,576413.0,Capgemini,Bangalore
430,2024,CSE,Male,7.85,0,1,2,1,53,Good,No,67,60,Placed,726745.0,Infosys,Mumbai
431,2023,CSE,Male,8.4,0,1,0,3,75,Good,Yes,73,92,Placed,883131.0,Cognizant,Gurugram
432,2021,EE,Male,7.6,1,0,1,2,77,Excellent,Yes,61,87,Placed,739098.0,HCL,Bangalore
433,2021,ME,Male,5.94,1,1,2,2,55,Average,Yes,64,77,Not Placed,,,
434,2023,CSE,Female,7.24,1,1,2,4,99,Excellent,No,79,64,Placed,832672.0,L&T Infotech,Gurugram
435,2024,CSE,Female,7.75,1,1,3,4,60,Excellent,No,89,69,Placed,859556.0,Zomato,Gurugram
436,2021,CE,Female,7.14,0,1,2,2,67,Average,No,79,77,Placed,742425.0,Mindtree,Pune
437,2022,CSE,Male,9.18,0,1,2,2,72,Good,Yes,83,90,Placed,868399.0,Infosys,Mumbai
438,2021,IT,Female,6.83,0,3,1,2,45,Good,Yes,66,55,Placed,816645.0,Zomato,Hyderabad
439,2022,CE,Male,7.6,0,1,0,1,80,Excellent,No,94,62,Placed,820369.0,Wipro,Noida
440,2024,CSE,Male,8.84,1,0,1,4,54,Good,Yes,66,57,Placed,874779.0,Zomato,Hyderabad
441,2022,CSE,Male,9.39,0,0,2,2,83,Good,Yes,60,68,Placed,752539.0,Infosys,Pune
442,2022,BioTech,Male,6.88,0,1,2,1,42,Good,No,64,71,Not Placed,,,
443,2022,ECE,Female,7.84,0,2,2,0,82,Average,Yes,56,88,Placed,666178.0,Cognizant,Mumbai
444,2022,ECE,Female,7.9,3,0,2,0,86,Average,Yes,79,60,Not Placed,,,
445,2021,EE,Female,7.64,0,1,2,1,74,Good,No,61,59,Placed,728388.0,Wipro,Chennai
446,2022,BioTech,Male,7.12,1,0,0,1,53,Good,No,94,95,Placed,681549.0,HCL,Noida
447,2021,BioTech,Male,7.55,0,1,1,1,41,Good,Yes,77,94,Placed,824835.0,Tech Mahindra,Noida
448,2022,EE,Male,5.73,0,2,3,1,68,Good,Yes,65,83,Placed,801753.0,Flipkart,Gurugram
449,2023,ECE,Male,7.98,0,1,2,2,43,Average,Yes,90,89,Placed,664384.0,L&T Infotech,Noida
450,2024,CSE,Male,7.89,1,1,3,1,65,Good,Yes,77,72,Placed,849446.0,L&T Infotech,Bangalore
451,2022,EE,Male,7.34,0,0,1,1,90,Poor,Yes,97,94,Placed,555665.0,HCL,Chennai
452,2023,ME,Male,8.84,2,1,4,1,51,Excellent,Yes,61,84,Placed,817272.0,IBM,Mumbai
453,2022,ECE,Male,7.03,0,0,1,3,41,Excellent,No,81,69,Placed,718677.0,Wipro,Pune
454,2022,IT,Female,7.52,0,2,0,1,56,Good,No,67,69,Not Placed,,,
455,2022,CSE,Female,9.19,2,0,4,1,74,Poor,No,71,70,Placed,707236.0,Tech Mahindra,Pune
456,2023,ECE,Female,6.92,0,2,1,2,49,Average,Yes,86,87,Placed,589980.0,Ola,Hyderabad
457,2024,CSE,Female,7.41,0,1,2,1,87,Good,Yes,80,64,Placed,841187.0,Accenture,Bangalore
458,2023,ECE,Male,7.4,1,1,1,1,61,Good,No,76,73,Placed,690232.0,Amazon,Gurugram
459,2024,CSE,Female,8.39,0,1,2,1,80,Good,Yes,67,91,Placed,886248.0,Zomato,Mumbai
460,2022,CSE,Female,7.95,1,2,3,2,82,Average,Yes,66,57,Placed,920955.0,Infosys,Chennai
461,2021,CSE,Male,6.9,0,0,1,2,60,Good,Yes,61,90,Placed,768494.0,L&T Infotech,Mumbai
462,2022,CE,Male,6.77,0,0,2,2,54,Good,No,55,58,Placed,652974.0,Flipkart,Hyderabad
463,2024,EE,Female,7.07,0,1,1,1,74,Average,No,87,65,Placed,694802.0,Tech Mahindra,Mumbai
464,2023,ME,Male,7.14,1,0,2,2,87,Good,Yes,68,95,Placed,804815.0,IBM,Noida
465,2022,BioTech,Male,7.54,0,0,1,1,60,Average,No,97,87,Not Placed,,,
466,2023,ECE,Male,7.79,1,3,1,1,60,Good,Yes,95,82,Placed,849915.0,HCL,Chennai
467,2023,CSE,Male,6.56,2,3,1,1,60,Excellent,Yes,71,86,Placed,999649.0,Cognizant,Mumbai
468,2023,IT,Male,8.54,0,1,1,2,99,Good,No,58,70,Placed,839369.0,Cognizant,Hyderabad
469,2022,CSE,Male,7.98,0,2,3,0,83,Excellent,No,93,63,Placed,809776.0,Infosys,Pune
470,2023,BioTech,Male,8.31,0,1,1,2,71,Good,Yes,55,65,Placed,795404.0,L&T Infotech,Mumbai
471,2023,CSE,Male,8.11,0,0,1,3,94,Average,Yes,95,60,Placed,614423.0,Flipkart,Hyderabad
472,2022,BioTech,Female,8.08,0,1,2,1,44,Good,No,78,81,Placed,577507.0,Flipkart,Mumbai
473,2023,CSE,Male,8.13,1,1,1,1,78,Good,No,88,66,Placed,794488.0,Hexaware,Mumbai
474,2022,IT,Male,8.74,3,3,2,1,48,Average,No,88,76,Placed,873629.0,Paytm,Gurugram
475,2024,ME,Male,7.62,2,0,4,1,92,Average,Yes,78,94,Placed,663674.0,Flipkart,Hyderabad
476,2024,BioTech,Female,7.12,2,1,2,0,57,Good,No,69,91,Not Placed,,,
477,2024,CSE,Male,9.39,2,0,3,4,60,Poor,No,71,75,Placed,794826.0,Infosys,Noida
478,2023,ME,Male,7.91,0,0,2,1,47,Poor,Yes,67,87,Placed,685018.0,Mindtree,Mumbai
479,2021,BioTech,Female,7.66,1,0,1,2,83,Good,No,61,71,Placed,773464.0,TCS,Hyderabad
480,2021,ME,Female,6.18,2,3,2,0,91,Average,Yes,63,83,Not Placed,,,
481,2023,CE,Male,6.17,0,2,2,3,73,Excellent,Yes,89,94,Placed,892093.0,Tech Mahindra,Bangalore
482,2021,CE,Female,7.43,3,2,2,3,49,Average,Yes,77,64,Not Placed,,,
483,2022,ECE,Male,7.6,0,1,3,2,90,Good,Yes,93,72,Placed,728900.0,Capgemini,Bangalore
484,2021,CE,Male,6.71,1,1,2,3,80,Good,Yes,77,67,Placed,769214.0,Accenture,Gurugram
485,2023,ME,Male,7.31,1,0,3,1,96,Good,No,80,81,Not Placed,,,
486,2023,IT,Male,8.91,3,0,3,1,63,Average,Yes,55,64,Placed,717075.0,Paytm,Gurugram
487,2022,CSE,Female,8.29,0,1,2,2,79,Excellent,Yes,68,86,Placed,841002.0,Capgemini,Pune
488,2024,CSE,Male,7.0,1,2,2,2,63,Good,No,86,95,Placed,846511.0,Amazon,Gurugram
489,2023,BioTech,Male,7.11,0,1,1,3,95,Excellent,Yes,64,57,Placed,813953.0,Wipro,Gurugram
490,2022,IT,Female,7.24,0,0,4,1,71,Average,Yes,55,76,Placed,686611.0,Mphasis,Noida
491,2021,ECE,Female,7.23,1,0,2,1,95,Average,Yes,59,81,Placed,687187.0,Mindtree,Delhi
492,2021,CE,Male,6.87,0,0,0,1,72,Good,Yes,57,57,Placed,761346.0,HCL,Pune
493,2022,CSE,Female,7.47,1,1,1,3,77,Poor,Yes,81,87,Placed,643660.0,Mindtree,Noida
494,2022,CSE,Male,6.92,0,3,2,3,83,Good,No,76,56,Placed,930361.0,Zomato,Mumbai
495,2023,ECE,Female,7.41,0,1,0,2,96,Average,Yes,72,65,Placed,757628.0,Hexaware,Bangalore
496,2021,ECE,Female,7.11,1,2,0,2,95,Good,No,70,64,Not Placed,,,
497,2022,ME,Female,5.0,0,1,2,2,90,Excellent,Yes,56,93,Placed,772510.0,Flipkart,Hyderabad
498,2021,CSE,Male,9.24,0,1,1,2,98,Good,Yes,67,87,Placed,931514.0,Mindtree,Mumbai
499,2022,BioTech,Male,8.07,3,0,2,1,88,Excellent,No,70,61,Placed,752743.0,Mindtree,Hyderabad
500,2021,BioTech,Male,6.9,0,2,1,2,73,Good,No,62,69,Placed,837632.0,Hexaware,Bangalore
501,2024,CE,Male,7.22,1,2,1,1,50,Good,Yes,97,80,Placed,745135.0,Ola,Gurugram
502,2023,ME,Male,6.26,0,0,2,2,70,Excellent,Yes,62,65,Placed,710991.0,Amazon,Bangalore
503,2021,ECE,Female,8.69,0,1,2,0,57,Excellent,Yes,64,92,Not Placed,,,
504,2024,EE,Male,8.83,0,1,1,2,62,Good,Yes,87,81,Placed,808206.0,IBM,Delhi
505,2021,CE,Male,7.33,0,1,1,3,99,Average,Yes,85,93,Not Placed,,,
506,2021,CSE,Female,8.52,0,3,2,2,61,Good,No,66,61,Placed,952942.0,Zomato,Gurugram
507,2024,IT,Male,7.92,0,1,0,2,82,Average,Yes,63,55,Not Placed,,,
508,2021,IT,Female,6.86,0,1,1,2,57,Good,No,91,64,Placed,710030.0,Infosys,Chennai
